@relation data_training-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute age {0,1,2,3,4,5,6,7,8,9,10}
@attribute aadt numeric
@attribute trucks numeric
@attribute elevation numeric
@attribute precip numeric
@attribute min_temp numeric
@attribute max_temp numeric
@attribute wet_days numeric
@attribute freeze_thaw numeric
@attribute rut_depth numeric
@attribute number_of_lanes {1,2,3}
@attribute sys_id {1,2,3}
@attribute f_class {1,2,3,4,5,6,7}
@attribute category {1,2,3,4,5}
@attribute psi numeric

@data
0,110,30,4750,6.28,39,71,34,129,0.1,1,3,4,4,4.26
2,9500,2375,2250,3.07,52,83,18,43,0.095,2,1,1,1,3.97
3,5500,500,2750,5.17,50,80,22,69,0,2,2,3,1,4.17
3,3650,2005,3750,5.55,38,69,38,119,0,2,1,1,1,4.24
2,975,118,2750,5.17,50,80,22,69,0.06,1,3,5,3,3.66
1,3700,1700,3750,5.55,38,69,38,119,0.01,2,1,1,1,4.39
1,3400,1339,4750,6.25,32,65,50,230,0.021,2,1,1,1,3.94
2,45,2,5750,10.6,30,62,63,189,0.099,1,3,6,5,3.21
2,145,20,4750,6.28,39,71,34,129,0.056,1,3,4,5,3.88
5,650,395,3750,5.36,44,76,29,77,0.019,1,2,3,3,4.28
0,60,15,5750,10.6,30,62,63,189,0.04,1,3,5,5,3.29
2,170,55,6250,14.05,31,59,67,165,0,1,3,4,5,4.14
2,45,15,6250,14.05,31,59,67,165,0.06,1,3,5,5,3.35
1,430,86,7750,29.42,34,50,80,116,0.02,1,2,3,3,4.21
1,185,30,4250,5.8,41,73,31,100,0.15,1,3,5,4,4.11
0,180,30,6250,14.05,31,59,67,165,0.02,1,3,4,5,4.17
3,1950,525,3750,5.36,44,76,29,77,0.07,2,2,3,1,4.12
6,3900,1470,4750,6.25,32,65,50,230,0.05,2,1,1,1,4.14
3,3350,1102,4750,6.25,32,65,50,230,0.24,2,1,1,1,4.2
1,650,60,1750,3.07,52,83,18,43,0.01,1,3,5,4,3.3
0,3750,1700,4750,6.65,36,67,41,154,0.03,2,1,1,1,4.26
0,37075,2200,2750,6.37,48,78,25,87,0.04,2,2,2,1,4.33
1,485,138,5750,10.6,30,62,63,189,0.069,1,2,3,3,3.56
5,3900,2005,3750,5.55,38,69,38,119,0,2,1,1,1,4.37
1,4050,1660,4250,6,36,67,41,154,0.06,2,1,1,1,4.36
0,10260,3935,4250,6.65,36,67,41,154,0.05,2,1,1,1,4.28
1,3770,1550,4250,6.65,36,67,41,154,0.08,2,1,1,1,4.29
5,3900,1470,4250,6,36,67,41,154,0,2,1,1,1,4.09
3,5540,936,5750,12.9,31,60,55,179,0.08,1,3,4,3,4.01
1,3568,1177,4250,6,36,67,41,154,0.04,2,1,1,1,4.28
4,3500,1300,4250,6,36,67,41,154,0.1,2,1,1,1,4.22
3,750,115,3750,5.55,38,69,38,119,0.057,1,2,3,3,3.41
4,4000,1750,4250,6,36,67,41,154,0.08,2,1,1,1,4.25
1,8500,2375,1750,3.07,52,83,18,43,0.083,2,1,1,1,3.98
7,1100,367,5750,10.6,30,62,63,189,0.069,1,2,3,2,3.96
7,1100,367,5750,10.6,30,62,63,189,0.07,1,2,3,2,3.93
1,0,2175,2250,3.07,52,83,18,43,0.096,2,1,1,1,4.15
2,15250,2989,4750,6.65,36,67,41,154,0.14,2,2,3,2,4.22
5,2950,1513,5250,10.35,32,63,50,183,0.093,1,2,3,2,4.2
2,5150,1504,5250,7.95,31,63,56,216,0.11,2,1,1,1,4.23
3,3650,2005,3750,5.55,38,69,38,119,0,2,1,1,1,4.27
0,175,30,4250,6.65,36,67,41,154,0.09,1,3,5,4,3.7
2,3950,1600,4250,6,36,67,41,154,0.11,2,1,1,1,4.31
0,175,30,4250,6.65,36,67,41,154,0.1,1,3,5,4,3.47
1,1675,490,4250,5.8,41,73,31,100,0.01,1,2,3,2,4.33
1,14500,663,4750,6.65,36,67,41,154,0.064,2,2,2,1,4.04
1,1125,220,3750,5.36,44,76,29,77,0.01,1,2,3,2,4.39
0,1250,300,4250,5.8,41,73,31,100,0,1,2,3,2,4.3
2,3400,1750,4250,6,36,67,41,154,0.109,2,1,1,1,4.01
6,900,49,5250,7.95,31,63,56,216,0.052,1,3,7,4,3.55
3,4000,1800,3750,5.55,38,69,38,119,0.05,2,1,1,1,4.42
1,650,138,5750,10.6,30,62,63,189,0.04,1,2,3,3,3.71
2,15500,1534,2250,3.07,52,83,18,43,0.01,2,1,1,1,4.21
1,490,53,6750,18.25,32,57,73,145,0.04,1,2,3,3,4.13
1,23500,7731,2750,5.17,50,80,22,69,0.06,2,1,1,1,4.2
6,335,63,5750,10.6,30,62,63,189,0.027,1,2,3,3,4.06
6,15500,3650,4250,6,36,67,41,154,0.01,2,1,1,1,4.28
7,2850,425,4750,6.65,36,67,41,154,0.117,1,2,3,2,4.19
4,3700,1279,5250,7.95,31,63,56,216,0.127,2,1,1,1,3.25
7,265,53,5750,10.6,30,62,63,189,0.034,1,2,3,3,3.77
4,285,29,4750,6.28,39,71,34,129,0.032,1,3,4,4,3.51
4,4750,1237,3250,7.58,41,70,36,108,0.02,1,2,3,2,4.16
4,525,140,3750,5.55,38,69,38,119,0,1,2,3,3,4.26
0,55,1,5750,10.6,30,62,63,189,0,1,3,6,5,3.14
0,23250,3085,2750,5.17,50,80,22,69,0.03,2,1,1,1,4.24
0,4050,1280,3250,7.58,41,70,36,108,0.023,2,2,3,2,4
2,3950,1600,4250,6,36,67,41,154,0.08,2,1,1,1,4.31
2,2250,90,4250,6,36,67,41,154,0.053,2,3,3,2,4.11
5,235,19,6750,9.95,29,61,45,174,0,1,3,5,5,4.07
0,3350,1102,5250,7.95,31,63,56,216,0.15,2,1,1,1,4.25
4,100,21,4750,6.28,39,71,34,129,0.07,1,3,5,5,2.02
1,1100,225,5250,7.95,31,63,56,216,0,1,2,3,2,4.34
7,5500,273,1750,3.07,52,83,18,43,0.06,2,3,4,2,2.44
4,155,25,6250,14.05,31,59,67,165,0.038,1,3,4,5,4.04
2,750,225,3750,5.55,38,69,38,119,0.059,1,3,4,3,4.17
2,33250,1396,2250,3.07,52,83,18,43,0.07,3,3,4,2,3.38
5,14500,1280,4750,6.65,36,67,41,154,0.221,2,2,3,1,3.96
3,1200,375,3750,5.55,38,69,38,119,0,1,2,3,2,4.09
0,270,55,5750,10.6,30,62,63,189,0.032,1,2,3,3,3.45
0,290,85,4750,6.28,39,71,34,129,0,1,3,4,4,3.91
5,120,10,5750,7.71,34,66,40,156,0,1,3,5,4,3.56
0,1500,200,4750,8.25,33,65,45,176,0.08,1,3,4,3,4.24
2,15500,3131,4750,6.65,36,67,41,154,0.16,2,2,3,2,4.16
3,1050,360,5250,7.95,31,63,56,216,0.083,1,2,3,2,4.06
0,3750,1700,4250,6,36,67,41,154,0.02,2,1,1,1,4.23
5,3925,1600,4250,6,36,67,41,154,0.09,2,1,1,1,4.16
2,1800,425,4750,6.65,36,67,41,154,0.072,1,2,3,2,4.31
1,3058,733,2750,5.17,50,80,22,69,0.15,2,3,4,3,3.23
3,2600,1128,6250,14.05,31,59,67,165,0.036,2,1,1,1,4.06
1,23250,3118,2750,5.17,50,80,22,69,0,2,1,1,1,4.33
1,3568,1177,4250,6,36,67,41,154,0.06,2,1,1,1,4.42
3,370,80,5750,10.6,30,62,63,189,0.07,1,2,3,3,4.36
1,3045,250,2750,6.37,48,78,25,87,0.21,2,3,4,3,3.73
6,5500,293,2750,5.17,50,80,22,69,0.052,1,3,4,2,4.21
3,230,28,4750,6.25,32,65,50,230,0,1,3,5,5,3.81
4,2150,466,2250,3.07,52,83,18,43,0.044,2,3,4,2,4.09
3,5750,450,4250,6,36,67,41,154,0.04,1,2,3,2,4.02
6,250,45,6250,14.05,31,59,67,165,0.032,1,3,4,4,3.49
0,525,155,5750,10.6,30,62,63,189,0,1,2,3,3,4.07
0,21300,3470,2750,6.37,48,78,25,87,0.09,2,1,1,1,4.34
7,15000,1017,1750,3.07,52,83,18,43,0.032,3,2,3,2,3.81
2,17000,508,2250,3.07,52,83,18,43,0.068,2,2,3,2,3.6
1,35250,705,2250,3.07,52,83,18,43,0.12,3,3,4,2,3.28
3,90,2,5250,6.88,37,68,37,143,0,1,3,6,5,2.5
0,525,200,3750,5.36,44,76,29,77,0.06,1,2,3,3,4.44
2,290,85,4750,6.28,39,71,34,129,0,1,3,4,4,3.81
0,245,165,4750,6.25,32,65,50,230,0,1,3,4,4,4.02
7,130,15,4250,6,36,67,41,154,0.064,1,3,5,5,3.18
0,1175,50,4750,6.65,36,67,41,154,0,1,3,5,4,4.21
0,9500,2500,2250,3.07,52,83,18,43,0,2,1,1,1,4.39
5,3700,1460,4750,6.25,32,65,50,230,0.12,2,1,1,1,4.14
3,1100,300,3750,5.36,44,76,29,77,0.02,1,2,3,2,4.04
0,490,53,6750,18.25,32,57,73,145,0.07,1,2,3,3,4.12
4,85,4,5250,6.88,37,68,37,143,0.079,1,3,6,5,2.15
3,3900,1670,4250,6,36,67,41,154,0.101,2,1,1,1,3.75
5,4100,1800,3750,5.55,38,69,38,119,0.02,2,1,1,1,4.4
4,2550,1142,6250,14.05,31,59,67,165,0.027,2,1,1,1,3.87
4,15500,1280,4750,6.65,36,67,41,154,0.17,2,2,3,1,4.05
1,3525,1198,4250,6,36,67,41,154,0.04,2,1,1,1,4.42
3,4750,1237,2250,3.07,52,83,18,43,0,1,2,3,2,4.26
5,1175,455,4250,5.8,41,73,31,100,0,1,2,3,2,4.24
3,285,66,5750,10.6,30,62,63,189,0.045,1,2,3,3,2.87
2,1150,125,4250,5.8,41,73,31,100,0.037,1,2,3,2,4.04
3,500,180,4250,5.8,41,73,31,100,0.023,1,2,3,3,4.43
1,1000,283,5250,6.88,37,68,37,143,0,1,2,3,2,4.37
3,21500,2818,2750,5.17,50,80,22,69,0.037,3,1,1,1,3.5
2,2350,330,5250,10.35,32,63,50,183,0.02,1,2,3,2,4.17
5,3500,1750,3750,5.55,38,69,38,119,0.073,2,1,1,1,4.16
7,550,58,6750,18.25,32,57,73,145,0.035,1,2,3,3,3.8
0,400,100,3750,5.55,38,69,38,119,0.01,1,2,3,3,3.91
7,285,49,6250,14.05,31,59,67,165,0.036,1,2,3,3,3.8
3,1200,375,4250,6,36,67,41,154,0,1,2,3,2,4.28
0,20800,3952,2750,5.17,50,80,22,69,0,2,1,1,1,4.28
2,6000,20,2750,5.17,50,80,22,69,0.075,1,3,4,2,4
0,1675,490,4250,5.8,41,73,31,100,0.03,1,2,3,2,4.42
2,16000,3650,4250,6,36,67,41,154,0,2,1,1,1,3.68
0,240,30,4750,6.28,39,71,34,129,0.12,1,3,5,4,3.86
1,17500,3250,4250,6,36,67,41,154,0,2,1,1,1,4.14
4,350,85,5750,10.6,30,62,63,189,0.01,1,2,3,3,4.01
4,190,20,6250,14.05,31,59,67,165,0.016,1,3,5,5,4.2
0,145,40,5750,7.71,34,66,40,156,0.09,1,3,4,4,4.13
1,4075,1750,4250,6,36,67,41,154,0.12,2,1,1,1,4.33
2,6000,352,6250,15.9,30,58,60,171,0.122,2,2,3,2,3.94
1,6000,228,6250,15.9,30,58,60,171,0.072,2,2,3,2,4.01
4,700,157,5750,10.6,30,62,63,189,0.024,1,2,3,3,3.8
2,0,2175,2250,3.07,52,83,18,43,0.104,2,1,1,1,4.09
0,5250,224,2750,5.17,50,80,22,69,0.02,2,2,2,2,4.3
7,3750,1670,4250,6,36,67,41,154,0.024,2,1,1,1,4.2
5,500,100,5750,10.6,30,62,63,189,0.067,1,2,3,3,3.48
0,4450,231,4750,6.65,36,67,41,154,0.1,1,2,3,3,4.26
2,45,15,5750,10.6,30,62,63,189,0.028,1,3,5,5,3.24
7,3700,1339,4250,6,36,67,41,154,0.022,2,1,1,1,3.23
1,460,46,4750,6.25,32,65,50,230,0.139,1,3,5,4,3.29
4,215,18,5750,10.6,30,62,63,189,0.075,1,3,5,5,3.08
2,145,20,4750,6.28,39,71,34,129,0.046,1,3,4,5,3.9
4,21000,200,4750,6.65,36,67,41,154,0.105,2,3,3,2,3.91
7,130,15,4250,6,36,67,41,154,0.065,1,3,5,5,3.26
2,215,36,6250,8.75,32,63,42,166,0,1,3,4,4,3.57
7,1100,367,5750,10.6,30,62,63,189,0.057,1,2,3,2,3.95
1,17000,3640,2250,3.07,52,83,18,43,0,2,1,1,1,4.07
5,1150,280,3750,5.36,44,76,29,77,0,1,2,3,2,4.42
2,1800,180,5250,10.35,32,63,50,183,0.017,1,3,5,3,4.32
1,9050,2500,2250,3.07,52,83,18,43,0.11,2,1,1,1,4.16
0,700,20,3750,5.55,38,69,38,119,0.06,1,3,5,3,2.85
2,750,157,5750,10.6,30,62,63,189,0.103,1,2,3,3,3.94
4,4100,1750,4250,6,36,67,41,154,0.02,2,1,1,1,4.3
4,100,21,4750,6.28,39,71,34,129,0.053,1,3,5,5,2.3
0,155,12,3250,7.58,41,70,36,108,0,1,3,5,5,3.71
7,285,49,5750,10.6,30,62,63,189,0.037,1,2,3,3,3.74
5,3950,1800,3750,5.55,38,69,38,119,0,2,1,1,1,4.2
3,175,21,5250,7.95,31,63,56,216,0.01,1,3,5,5,4.02
2,4150,1365,4250,6,36,67,41,154,0.03,2,1,1,1,4.47
1,3650,2005,3750,5.55,38,69,38,119,0,2,1,1,1,4.26
1,185,30,7250,11.3,27,58,48,182,0.13,1,3,5,4,3.95
0,7200,1454,3750,5.55,38,69,38,119,0.05,2,2,3,2,4.28
3,3950,1700,4250,6,36,67,41,154,0,2,1,1,1,4.24
8,2550,271,4250,6,36,67,41,154,0.055,1,3,4,3,3.93
7,4000,1368,1750,3.07,52,83,18,43,0.028,2,2,3,2,4.14
4,1825,425,3750,5.36,44,76,29,77,0.04,2,2,3,1,4.05
3,3050,425,5250,10.35,32,63,50,183,0.09,1,2,3,2,4.2
6,335,63,6750,18.25,32,57,73,145,0.046,1,2,3,3,3.43
4,5550,1460,5250,7.95,31,63,56,216,0,2,1,1,1,4.12
1,1100,225,6250,14.05,31,59,67,165,0,1,2,3,2,4.4
7,150,15,6250,8.75,32,63,42,166,0.026,1,3,4,5,3.72
7,285,49,6250,14.05,31,59,67,165,0.059,1,2,3,3,3.49
0,20250,4615,2750,5.17,50,80,22,69,0.06,3,1,1,1,4.24
6,250,45,6250,14.05,31,59,67,165,0.025,1,3,4,4,3.49
2,400,40,4750,6.25,32,65,50,230,0.016,1,3,5,4,4.05
7,245,25,4750,6.28,39,71,34,129,0.017,1,3,5,5,4.13
0,1125,115,2750,6.37,48,78,25,87,0.11,1,3,5,3,3.93
5,48500,5254,2250,3.07,52,83,18,43,0.046,3,1,1,1,4.3
0,4650,1280,2750,5.17,50,80,22,69,0,1,2,3,2,3.67
0,3300,813,750,1.55,56,89,11,0,0.11,2,3,4,3,4.07
0,11100,650,4750,6.65,36,67,41,154,0.05,2,2,3,2,4.29
2,600,40,1250,2.76,54,85,14,17,0.034,1,3,5,4,3.69
2,1425,112,4250,6,36,67,41,154,0.05,1,3,4,3,4.38
3,225,35,4250,6,36,67,41,154,0.13,1,3,5,5,3.46
1,1100,225,6250,14.05,31,59,67,165,0,1,2,3,2,4.39
0,650,133,5750,10.6,30,62,63,189,0.034,1,2,3,3,3.91
0,2444,804,5750,10.6,30,62,63,189,0.15,2,1,1,1,4.21
2,5500,369,4250,6,36,67,41,154,0.061,1,2,3,2,4.08
4,3825,1460,4250,6,36,67,41,154,0.01,2,1,1,1,3.91
1,6150,1200,2250,3.07,52,83,18,43,0.02,1,2,3,2,4.37
1,290,50,6250,14.05,31,59,67,165,0.04,1,3,4,4,4.16
5,330,65,5750,10.6,30,62,63,189,0.034,1,2,3,3,4.02
0,9050,2500,2250,3.07,52,83,18,43,0.06,2,1,1,1,4.15
7,395,66,5750,10.6,30,62,63,189,0.034,1,2,3,3,3.79
2,5500,308,4250,6,36,67,41,154,0.075,2,2,3,2,4.16
1,1300,262,3750,5.55,38,69,38,119,0.02,1,2,3,2,4.23
3,3300,1400,4750,6.65,36,67,41,154,0.146,2,1,1,1,4.34
0,850,60,6750,18.25,32,57,73,145,0.02,1,3,4,4,4.31
3,21500,2818,2750,5.17,50,80,22,69,0.026,3,1,1,1,4.03
3,1100,378,4250,5.8,41,73,31,100,0.022,1,2,3,2,4.27
2,650,200,3750,5.36,44,76,29,77,0,1,2,3,3,3.8
0,455,89,7250,23.15,33,54,77,128,0.1,1,2,3,3,4.37
0,245,165,4750,6.25,32,65,50,230,0,1,3,4,4,4.07
1,5250,1000,2750,5.17,50,80,22,69,0.01,2,2,2,2,4.26
5,330,65,5750,10.6,30,62,63,189,0.035,1,2,3,3,4.07
2,3250,1049,4750,6.25,32,65,50,230,0.16,2,1,1,1,4.28
2,500,180,3750,5.36,44,76,29,77,0.024,1,2,3,3,4.41
5,370,75,6750,18.25,32,57,73,145,0.034,1,2,3,3,3.91
3,9000,1891,2250,3.07,52,83,18,43,0.043,2,1,1,1,3.57
7,275,235,5750,12.9,31,60,55,179,0.037,1,3,5,4,3.55
2,2500,105,5750,10.6,30,62,63,189,0.06,1,3,4,3,4.1
1,185,30,7750,12.82,25,56,51,190,0.13,1,3,5,4,3.84
4,410,85,7250,23.15,33,54,77,128,0,1,2,3,3,3.84
2,4750,1300,2250,3.07,52,83,18,43,0.05,1,2,3,2,4.29
3,9000,2087,2250,3.07,52,83,18,43,0.037,2,1,1,1,4.03
6,1600,160,4250,6,36,67,41,154,0.073,1,3,5,3,4.23
4,45,2,5750,10.6,30,62,63,189,0.076,1,3,6,5,2.73
5,4100,1800,3750,5.55,38,69,38,119,0,2,1,1,1,4.31
4,500,208,4750,6.28,39,71,34,129,0.045,1,2,3,3,4.04
0,18500,3325,4750,6.65,36,67,41,154,0.064,2,1,1,1,3.98
1,1300,262,4250,5.8,41,73,31,100,0,1,2,3,2,4.1
0,2600,110,5750,10.6,30,62,63,189,0.07,1,3,4,3,4.29
7,130,15,4250,6,36,67,41,154,0.058,1,3,5,5,2.92
5,235,19,3750,5.36,44,76,29,77,0,1,3,5,5,4.21
4,170,14,5750,10.6,30,62,63,189,0.072,1,3,5,5,2.96
4,230,35,4750,6.25,32,65,50,230,0.017,1,3,4,4,3.75
5,1900,75,6750,18.25,32,57,73,145,0.051,1,2,3,3,4.1
1,460,46,4250,6,36,67,41,154,0,1,2,3,3,4.31
1,3400,1339,4750,6.25,32,65,50,230,0.043,2,1,1,1,4.13
8,5500,293,2750,5.17,50,80,22,69,0.084,1,3,4,2,4.07
0,95,4,4750,6.28,39,71,34,129,0.41,1,3,6,5,2.62
2,950,235,4750,6.28,39,71,34,129,0.033,1,2,3,2,4.41
0,145,40,5750,7.71,34,66,40,156,0.08,1,3,4,4,4.17
0,1725,414,4250,5.8,41,73,31,100,0.17,1,2,3,2,3.71
2,2600,1142,6750,18.25,32,57,73,145,0.043,3,1,1,1,3.77
2,3100,758,1750,3.07,52,83,18,43,0.095,2,3,4,2,4.25
5,460,45,7750,29.42,34,50,80,116,0.029,1,2,3,3,3.87
5,15250,1034,4750,6.65,36,67,41,154,0.09,2,2,3,2,3.98
1,1875,378,6750,18.25,32,57,73,145,0.03,1,2,3,3,4.42
2,1950,250,3750,5.36,44,76,29,77,0.03,2,2,3,1,4.14
4,17000,1020,4750,6.65,36,67,41,154,0.05,2,2,4,2,2.82
0,3888,762,3250,7.58,41,70,36,108,0.09,1,2,3,2,4.18
4,155,25,6250,14.05,31,59,67,165,0.025,1,3,4,5,4.17
0,1100,210,3750,5.36,44,76,29,77,0.03,1,2,3,2,4.42
0,390,50,4750,6.65,36,67,41,154,0.01,1,3,4,4,4.28
8,1650,336,3750,5.36,44,76,29,77,0.064,2,2,3,1,3.01
5,235,5,4750,6.25,32,65,50,230,0,1,3,6,5,3.3
5,3725,1460,4750,6.25,32,65,50,230,0.09,2,1,1,1,4.15
0,490,132,5750,10.6,30,62,63,189,0.01,1,2,3,3,3.74
2,550,111,3750,5.55,38,69,38,119,0,1,2,3,3,4.29
4,170,14,5750,10.6,30,62,63,189,0.159,1,3,5,5,3.02
0,1250,300,4250,5.8,41,73,31,100,0,1,2,3,2,4.37
2,10850,3600,2250,3.07,52,83,18,43,0.04,2,1,1,1,3.94
1,14550,1891,4750,6.65,36,67,41,154,0.23,2,1,1,1,4.19
5,1250,160,4250,6,36,67,41,154,0.028,1,2,3,2,4.27
1,3700,2005,4250,6,36,67,41,154,0,2,1,1,1,4.22
4,9000,604,1750,3.07,52,83,18,43,0.074,2,3,3,2,3.91
3,3975,1750,3750,5.55,38,69,38,119,0.11,2,1,1,1,4.39
2,3175,1500,5250,7.95,31,63,56,216,0.09,2,1,1,1,4.1
4,525,140,3750,5.55,38,69,38,119,0,1,2,3,3,4.3
1,3750,1211,3750,5.55,38,69,38,119,0.13,2,1,1,1,4.36
0,10000,3290,2250,3.07,52,83,18,43,0.05,2,1,1,1,4.1
2,340,55,6250,14.05,31,59,67,165,0,1,3,4,4,4.38
1,110,30,4750,6.28,39,71,34,129,0.06,1,3,4,5,4.27
3,2800,1435,6250,14.05,31,59,67,165,0,2,1,1,1,4.19
5,360,88,5750,10.6,30,62,63,189,0,1,2,3,3,4.35
1,5000,228,6250,15.9,30,58,60,171,0.122,2,2,3,2,4.06
2,650,100,5750,10.6,30,62,63,189,0.055,1,2,3,3,4.42
2,4000,1670,4250,6,36,67,41,154,0.044,2,1,1,1,4.08
3,5500,1339,4750,6.25,32,65,50,230,0.114,2,1,1,1,3.93
1,22000,5254,2750,5.17,50,80,22,69,0.043,3,1,1,1,3.95
6,250,45,5750,7.71,34,66,40,156,0.023,1,3,4,4,3.56
7,5500,1339,4750,6.25,32,65,50,230,0.044,2,1,1,1,4.02
2,3450,1470,5250,7.95,31,63,56,216,0.127,2,1,1,1,4.22
0,315,53,4750,6.28,39,71,34,129,0.03,1,3,4,4,3.88
5,360,55,5750,10.6,30,62,63,189,0.041,1,2,3,3,4.26
0,100,5,4750,6.28,39,71,34,129,0,1,3,5,5,3.02
3,8750,3500,1750,3.07,52,83,18,43,0.1,2,1,1,1,3.99
6,1050,360,5750,10.6,30,62,63,189,0.058,1,2,3,2,4.1
4,220,85,6250,8.75,32,63,42,166,0,1,3,4,4,3.81
0,3775,1800,3750,5.55,38,69,38,119,0.08,2,1,1,1,4.29
4,1500,200,4250,6,36,67,41,154,0.06,1,3,4,3,4.15
2,3525,1159,4750,6.65,36,67,41,154,0.08,2,1,1,1,4.13
4,7500,67,5250,7.95,31,63,56,216,0.07,2,3,4,2,3.29
1,550,175,3750,5.36,44,76,29,77,0.02,1,2,3,3,4.37
1,3750,1211,3750,5.55,38,69,38,119,0.08,2,1,1,1,4.38
4,410,85,6750,18.25,32,57,73,145,0,1,2,3,3,3.93
5,1000,150,2750,5.17,50,80,22,69,0.02,1,3,5,3,4.04
6,10000,1891,2250,3.07,52,83,18,43,0.028,2,1,1,1,3.69
5,1050,360,5750,10.6,30,62,63,189,0.047,1,2,3,2,4.19
3,150,30,6250,8.75,32,63,42,166,0.06,1,3,4,5,4.22
0,14150,230,4250,6.65,36,67,41,154,0.1,2,3,3,2,3.6
0,70,20,5750,7.71,34,66,40,156,0.26,1,3,5,5,3.42
3,26500,2599,4750,6.65,36,67,41,154,0.175,2,1,1,1,4.06
6,460,45,6750,18.25,32,57,73,145,0.02,1,2,3,3,4.1
1,330,66,5750,10.6,30,62,63,189,0,1,2,3,3,4.39
9,215,47,6250,8.75,32,63,42,166,0.021,1,3,4,5,2.85
0,1200,310,4250,5.8,41,73,31,100,0.02,1,2,3,2,4.35
2,4100,1348,4250,6,36,67,41,154,0.16,2,1,1,1,4.24
7,130,15,4250,6,36,67,41,154,0.072,1,3,5,5,3.04
4,250,21,1750,3.07,52,83,18,43,0.035,1,3,5,4,3.67
6,1600,473,4250,5.8,41,73,31,100,0.013,1,2,3,2,4.07
0,4883,120,6250,15.9,30,58,60,171,0.11,1,3,4,2,4.09
5,150,15,6250,8.75,32,63,42,166,0,1,3,4,5,4.09
4,165,14,5750,10.6,30,62,63,189,0.068,1,3,5,5,4.04
0,4450,1464,5250,7.95,31,63,56,216,0.13,2,1,1,1,3.48
2,2700,1470,5750,10.6,30,62,63,189,0.085,2,1,1,1,4.26
4,5550,1460,5250,7.95,31,63,56,216,0.04,2,1,1,1,4.35
6,21000,1042,4750,6.65,36,67,41,154,0.229,2,2,4,2,3.73
6,3850,459,1750,3.07,52,83,18,43,0.051,2,2,3,2,4.16
4,600,175,5750,10.6,30,62,63,189,0,1,2,3,3,3.47
4,10500,995,4750,6.65,36,67,41,154,0.061,2,2,2,1,3.79
2,3400,993,5250,7.95,31,63,56,216,0.08,2,1,1,1,4.32
3,340,60,5750,10.6,30,62,63,189,0,1,2,3,3,4.02
2,330,65,5750,10.6,30,62,63,189,0.031,1,2,3,3,4.13
0,315,61,6250,14.05,31,59,67,165,0.08,1,2,3,3,4.34
0,2000,175,4250,6,36,67,41,154,0.01,1,3,4,3,4.23
4,600,175,5750,10.6,30,62,63,189,0,1,2,3,3,3.5
1,3700,1700,3750,5.55,38,69,38,119,0.01,2,1,1,1,4.28
8,370,125,6250,14.05,31,59,67,165,0.099,1,3,4,4,3.5
2,215,36,5750,7.71,34,66,40,156,0.01,1,3,4,4,3.93
4,14050,260,1750,3.07,52,83,18,43,0.06,2,3,4,2,3.67
6,335,63,5750,10.6,30,62,63,189,0.022,1,2,3,3,3.84
3,1100,350,3750,5.36,44,76,29,77,0.04,1,2,3,2,4.38
0,1100,500,5750,10.6,30,62,63,189,0.01,1,2,3,2,4.37
1,215,21,5750,7.71,34,66,40,156,0.07,1,3,4,4,3.82
1,3850,663,3750,5.55,38,69,38,119,0.053,1,2,3,2,4.22
0,4883,120,5750,12.9,31,60,55,179,0.13,1,3,4,2,4.15
7,3700,1339,4250,6,36,67,41,154,0.025,2,1,1,1,3.64
0,650,133,5750,10.6,30,62,63,189,0.03,1,2,3,3,3.94
1,320,10,6250,8.75,32,63,42,166,0.06,1,3,5,4,3.44
6,2850,425,5250,10.35,32,63,50,183,0.142,1,2,3,2,3.59
2,1050,360,5250,7.95,31,63,56,216,0.097,1,2,3,2,4.1
3,4150,1650,4250,6,36,67,41,154,0.02,2,1,1,1,4.42
0,1675,490,4250,5.8,41,73,31,100,0.02,1,2,3,2,4.48
0,55,1,5750,10.6,30,62,63,189,0,1,3,6,5,3.11
3,175,21,5750,10.6,30,62,63,189,0,1,3,5,5,4.16
1,3900,2005,3750,5.55,38,69,38,119,0.01,2,1,1,1,3.94
4,160,29,4750,6.28,39,71,34,129,0.022,1,3,4,5,3.55
5,600,395,4250,5.8,41,73,31,100,0.037,1,2,3,3,4.04
1,9500,2500,2250,3.07,52,83,18,43,0.02,2,1,1,1,4.35
4,1500,200,4250,6,36,67,41,154,0.02,1,3,4,3,4.38
3,1250,252,4250,5.8,41,73,31,100,0.03,1,2,3,2,4.14
9,205,9,5250,7.95,31,63,56,216,0.023,1,3,6,4,3.75
4,3900,359,3750,8.78,43,72,32,102,0.034,2,3,3,3,3.82
5,150,15,6250,8.75,32,63,42,166,0,1,3,4,5,4.01
4,100,21,4750,6.28,39,71,34,129,0.049,1,3,5,5,2.25
1,750,115,3750,5.55,38,69,38,119,0.033,1,2,3,3,3.59
1,3250,1500,5250,7.95,31,63,56,216,0.03,2,1,1,1,4.21
1,1100,378,4250,5.8,41,73,31,100,0.03,1,2,3,2,4.23
0,55,1,5750,10.6,30,62,63,189,0.01,1,3,6,5,3.3
2,1575,192,4250,6,36,67,41,154,0.07,1,3,5,3,4.31
3,525,155,5750,10.6,30,62,63,189,0,1,2,3,3,3.61
3,340,60,6250,14.05,31,59,67,165,0,1,2,3,3,4
1,110,30,4750,6.28,39,71,34,129,0.14,1,3,4,5,4.27
